,studentID,classrank,admissionstest,AP,averageAP,SATsubject,GPA,GPA_w,program,schooltype,intendedgradyear,addInfo,canAfford,female,MinorityGender,MinorityRace,international,firstinfamily,sports,artist,workexp
0,NE792CELK1,,2150.0,4.0,2.5,3.0,3.8,4.0,Economics,1.0,2011.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,BGBDP86ZS2,,2280.0,0.0,,2.0,3.8,4.6,business,-1.0,2011.0,swimming colorguard interact fblanational merit commended green and white award who s whogood interviews,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,I8GWAHB38H,,2290.0,3.0,4.0,2.0,3.85,4.45,Political Science and International Relations,-1.0,2013.0,President Treasurer Speech and Debate Team currently planning tournament Vice President Secretary Committee Chair Business Prof of America Art Club NAHS Writing Club SNHS Volunteering at a hospital Current projects creating a diversity initiative in honors classes Also working on the first mural in my high school National Merit Semifinalist National Achievement Semifinalist only student in district to earn both honors 2 Academic Letters maximum pos 1 Letter for UIL 1 Letter for Debate Outstanding Student in AP English and Drawing 2 Distinguished Program Graduate 3rd place at UIL State Ready Writing only student to qualify from school Some awards for Drawing Artwork featured in various art shows and buildings Artwork and Writing published in literary magazine Several invitational contest awards for Speech and Debate Double Qualifier for Texas State Debate meet in Oratory only one from school 1st place award in school poetry contest every year performed pieces at a local bookstore,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,SETK6EWEXQ,,2040.0,2.0,3.0,2.0,3.97,4.5,,-1.0,2014.0,3 years Varsity Cross Country 4 years high school chorus including 2 years Chamber Singers National Outdoor Leadership School Summer Program 8 years piano Volunteer City Library Children s department 2 yearsBank of America Math and Science Senior Award Senior Class Salutatorian,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,8NE1TT2EVH,,1940.0,3.0,3.6666666666666665,2.0,3.65,4.03,Biochemistry,-1.0,2012.0,Science Bowl only female FBLA officer 4yrs active piano violin basketball team captain basketball coach3 awards for academic excellence in junior year basketball coach of the year csf lifetime service award nhsshs nhs member othersinterview was quite important especially with wellesley i think i would ve been rejected just looking at my test scores and horrible 1st semester sr year grades ,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,B0HVMF60HS,,1840.0,7.0,3.4285714285714284,0.0,3.51,4.21,,-1.0,2018.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,C0JSM9FYKO,,1780.0,3.0,2.0,2.0,3.81,4.2,Chemistry,-1.0,2014.0,,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,OPWYMKCHAQ,,2220.0,6.0,4.5,3.0,3.99,4.62,Political Science,-1.0,2018.0,Assistant Catechist 50 hours Beach Patrol Explorer Beach Scout approximately 250 hours Youth In Government Former Chapter Special Advisor to the President Committee Chair at State Assembly Director of Legislative Affairs 100 hours Academic Team 50 hours Mua Alpha Theta 50 hours Latin Club Vice President 20 hours National Honor Society AP Scholar with Distinction National Merit Commended,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,XDYQ9T4DAU,,1780.0,0.0,,0.0,3.76,,Chemistry with pre med ,-1.0,2014.0,,0.0,-1.0,-1.0,-1.0,-1.0,,1.0,,
0,P2D3NONHZ5,,2130.0,1.0,4.0,3.0,3.87,4.36,Engineering,-1.0,2015.0, LD Bell Blue Raider Band Positions held elected Junior I was chosen to be a student instructor I was chosen based on my recommendations and I was a good role model in the band I proved to the band directors that I was capable of being a good leader in the band There were only three juniors that were picked Senior I went through an audition process to be a drum major A drum major is the top leadership position in the band There were only four picked in the whole band We had to excel in many skills including marching musical talent conducting and leadership ability We are the top role models for the band and we lead them to success Description Since 2000 the band has medaled at UIL university interscholastic league BOA Bands of America events 27 times Each contest that the Marching Band has attended since 1998 the students have placed in the top 5 Also participated in solo and ensemble contest and got division 1 for 5 years straight Activity of Level National Bands of America Competitions Hours dedicated Sophomore 160 recorded hours Junior 160 recorded hours Senior 200 recorded hours National Honor Society Positions held elected Executive Council Secretary 10 out of over 100 Description Honor society for students that show characteristics of scholarship leadership service and character Students are required to have the GPA of 3 5 Activity of Level National Hours dedicated 24 recorded hours Mu Alpha Theta Position held elected Treasurer Description Math honor society for students interested in math Activity of Level National Hours dedicated 6 recorded hours Junior World Affairs Council Description An organization that helps students at local high schools gain the insight understanding and information to keep abreast of international affairs Activity of Level City Hours dedicated 18 recorded hours Other organizations Math League UIL competitions Award Second place in mathematics Regional Class Council Asian Pacific Islanders Club P A L S camp Hours dedicated 40 hours Description PALS camp was a summer camp where we worked with policemen and children and each volunteer paired up and took care of ten kids IB 4 Haiti Hours dedicated 20 hours Description Our IB class started a garage sale to collect money for Haiti We baked goods knitted scarves and made gifts We sent all of the benefits to an organization that helped with the victims of Haiti Sokol Gymnastics Convention Hours dedicated 45 hours Description The Sokol convention was a gymnastics convention held in Fort Worth I helped set up the main courses and helped make sure everything was going properly Tutoring Hours dedicated 10 hours Description I helped other students with subjects they were having problems with Youth Group Leader Hours dedicated 15 hours Description I m a role model in my church and I help organize fundraisers Honor Band 2nd chair,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,MC5UOQOY6K,,2060.0,1.0,2.0,2.0,3.28,3.32,Pre Med,-1.0,2016.0, Eagle Scout 200 Hours Hospital Volunteering State Ambassador for Virginia 4H Honor Roll JV Track Field,0.0,-1.0,-1.0,1.0,-1.0,,-1.0,,
0,FU91M74BOB,,2080.0,2.0,4.0,3.0,3.9,,International Relations,1.0,2012.0,horseback riding 12 years 10 hrs week volunteer at therapeutic riding center 2 hrs week freshman class council tutoring 3 hrs week amnesty international dance social committees NHS New school newspaper assistant editor english history religion french diligence award honor roll every year 2nd and 3rd at a couple of horse shows,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,XM9OO05G8S,,1980.0,3.0,3.3333333333333335,0.0,3.56,4.67,Chemistry,-1.0,2016.0,,0.0,-1.0,-1.0,1.0,-1.0,,-1.0,,
0,ADWJN5D2NN,,2230.0,0.0,,2.0,3.7,3.7,Biology,-1.0,2017.0,,0.0,-1.0,-1.0,-1.0,1.0,,-1.0,,
0,IV6WE9NUCU,,2200.0,5.0,4.0,3.0,3.94,4.26,Evolutionary Biopsychology of Behavior,-1.0,2013.0,Otaku Club 9 12 1 hr wk 18 wks yr Concert Band 9 5 hrs wk 40 wks yr Adopt a Highway Volunteer 9 10 2 hrs wk 1 wk yr Local Bookstore Volunteer 10 12 3 hrs wk 40 wks yr Latin Club Member Member of MD National Junior Classical League 10 12 1 hr wk 8 wks yr Secretary 12 Lions Club Honor Band 10 11 5 hrs wk 4 wks yr Attended Junior Counselor Camp 10 40 hrs wk 2 wks yr Bake Sale Volunteer 10 3 hrs wk 1 wk yr Symphonic Band 10 12 5 hrs wk 40 wks yr Marching Band 11 12 12 hrs wk 27 wks yr Writing Club Literary Magazine 12 1 hr wk 18 wks yr Editor in Chief 12 Freethinkers Society 12 1 hr wk 6 wks yr Founder and President 12 National Honor Society 12 1 hr wk 8 wks yr Local Booksale Volunteer 12 2 hrs wk 1 wk yr Fundraiser Volunteer 12 4 hrs wk 1 wk yr Heifer International Fundraiser 12 5 hrs wk 4 wks yrOutstanding Achievement in Latin 1 CM 9 Outstanding Achievement in Family Life and Consumer Science 10 Maryland Distinguished Scholar Program Honorable Mention 10 AP Scholar with Distinction 11 Student of the Month x3 in Introduction to Human Anatomy and Physiology 12 1st Place in Group Competition at the Southern Maryland Brain Bee 12 3rd Place in Individual Competition at the Southern Maryland Brain Bee 12 Highest Honors 9 12 ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,1E1YWST5RJ,,2200.0,3.0,4.333333333333333,2.0,3.86,4.79,Mathematics Actuarial Science,-1.0,2012.0,SCHOOL ACTIVITIES Science Olympiad 9 10 11 12 President See previous question Relay for Life 9 10 11 12 Walk for cancer Completed two in junior and senior year Santa Express 9 10 11 12 Vice President Purchase Wrap and Deliver Gifts to needy families in the community Volunteer Latin Club 9 10 11 12 Make school aware of Latin vocabulary Math Club 9 10 11 12 President and Secretary Take monthly tests Student Council 9 10 11 12 Plan and organize events for the entire school Technology Student Association 8 9 10 11 12 Vice President Reporter Treasurer Compete in science tech events at regional state and national level Jazz Band 9 10 11 12 Played primarily piano a little trombone in this group Library Youth Advisory Board 9 10 11 12 Secretary 3 years spend many many hours planning carrying out attending and advertising library events for teens Community Volunteer Work Siemens Competition 11 Created and led a team with the University of Pennsylvania Science in the Summer 7 12 Volunteer with GlaxoSmith Kline program Marching Band 9 10 Played xylophone marimba and piccolo SUMMER Columbia University Summer Program for High School Students Physics Course 2005 University of Pennsylvania Penn Summer Science Initiative Materials Science Course 2006 Invented A hovercraft was our major project 2007 JOBS HELD HOURS PER WEEK Computer Teacher 2 Job Description I teach a woman who runs a local business how to use her computer to make company newsletters make mailing labels keep an address book use e mail etc National Honor Society Distinguished Honor Roll Academic Competition Team Member Mathematically Precocious Youth Program Girl of the Year 2004 2nd Place at the State Make It With Wool Competition Multiple State Awards and at least two National Top 10 awards at Technology Student Association Competitions Because of the early decision agreement I was not able to apply to most of the schools on my list I applied to some of them because they were early action or rolling like Penn State was rolling and Villanova and U Chicago were early action I am rescinding my applications from Penn State Villanova etc though in accordance to the early decision agreement with U Penn ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,SVZKYLX8SP,,2250.0,0.0,,2.0,3.98,4.58,Neuroscience,-1.0,2017.0,varsity cross country 4 years 14 hours week 16 weeks year mascot keeper marching band 3 years 5 hours week 16 weeks year saxophone section leader concert band 4 years 5 hours week 36 weeks year principal chair jazz band 1 5 years 7 hours week 36 weeks year Midwest Clinic Participant mu alpha theta 4 years 2 hours week 28 weeks year vice president and president girl scouts 11 years 2 hours week 36 weeks year french national honor society 2 years 1 hour week 36 weeks year assistant gardener national honor society 2 years 1 hour week 20 weeks year bulldog buddies 2 years 0 5 hour week 36 weeks year newspaper 0 5 years 8 hours week 36 weeks year Silver Award Gold Award National Merit Finalist Wendy s High School Heisman School Winner Track Coach s Award Cross Country Athletic Alumni Award Cross Country Believe Overcome Commit Achieve Award 2nd in English III at District Literary Rally 15th in Calculus AB at District Literary Rally 4th in English I at District Literary Rally,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ES5U2PCVA9,,2240.0,1.0,5.0,2.0,4.0,4.46,Biology,-1.0,2015.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,OWBJ4O4AEA,,2250.0,4.0,3.75,3.0,3.91,,,-1.0,2012.0,Varsity Swimming 9 11 12 Quiz Bowl 10 12 Hospital Volunteering 10 12 Youth Orchestra 11 12 All State Honor Band 2007 2008 Tutor 12 Flute Lessons 7 12 Club Swimming 4 12 Chamber Winds 9 11 12 Piano 3 10 NHSNational Merit Semifinalist 2 time All Conference Swimmer All State Swimmer First Chair Flute MN Music Teacher s Association Piano Exam Distinction AP Scholar with Distinction Arts Academics and Athletics Award,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,LS98HWFEGM,,2160.0,2.0,4.0,4.0,3.9,4.25,Biology Foreign Languages,-1.0,2016.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,QZ90DK6NJX,,1810.0,3.0,3.3333333333333335,3.0,3.8,4.0,Secondary Education,-1.0,2013.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,6TRNP2MIBP,,2250.0,5.0,4.6,2.0,3.55,4.71,Political Science,-1.0,2013.0,Double Bass Performance 16 hrs wk lots of leadership Recycling Club President Improvisational Comedy Vice President Publications Guest Columnist National Merit Finalist AP Scholar with Distinction National Council of Teachers of English Writing Competition Finalist Concerto Competition Winner,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,XCBSEYS51A,,2190.0,3.0,4.333333333333333,3.0,4.0,4.22,Neuroscience and Behavioral Biology,-1.0,2016.0,Science Olympiad National Honor Society Symphonic Band President Historian AP Scholar,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,5PGRFRPVEK,,2210.0,3.0,5.0,3.0,3.95,4.37,,1.0,2018.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,269IAEOZUV,,2060.0,0.0,,0.0,4.0,,Economics,1.0,2018.0,Cricket Team Student Council member Entrepreneur Society Head 100 hours community service Two years full scholarship student,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,039KUI8JUJ,,2210.0,2.0,3.5,0.0,3.77,,fashion merchandising,-1.0,2016.0,Blood Drive Co Chair NHS Member Cross Country Captian Photo Club President Madrigals Member All State Chorus Member Math League Member Leader Corps MemberHonor Roll Blue Hen Student Athlete GPA Award Most Improved Most Valuable Player,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ZPDXNSXVOE,,1950.0,3.0,4.333333333333333,0.0,4.0,5.0,Engineering,-1.0,2016.0,,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,F3MGC0UYU8,,1830.0,5.0,3.6,2.0,3.68,4.1,Bioengineering,-1.0,2018.0,Key Club Achieved GPA of 3 5 or higher award,1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,SQ7ZADAAPP,,2220.0,2.0,4.5,2.0,3.9,4.4,Engineering,1.0,2014.0,Lots National Merit Commended Student Summa Cum Laude National Latin Exam Cum Laude Society Honorary MemberInterned at two nanotechnology companies over the past two summers,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,MS8RSKTCX5,,1930.0,1.0,3.0,0.0,3.54,,Urban studies,-1.0,2019.0,,1.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,MVH6Q78I0C,,2080.0,3.0,4.0,0.0,3.9,4.5,Communications,-1.0,2013.0,V Cross Country 11 12 Team Captain V Track 10 12 French Club 10 12 President Anchor Club 10 12 Historian Secretary Yearbook 10 12 Copy Editor Editor in Chief Mu Alpha Theta 10 12 Class Board 11 12 Youth Group 9 12 National Honor Society 11 12 Top 4 National Merit Commendation Wellesley Book Award Perfect Attendance AP Scholar with Honor Highest Renaissance Most Anchor Service Hours Varsity Track Most improved Coach s Award Cross Country All County Runner Most Valuable Runner State Finalist,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,78RMRQSJ91,,2400.0,1.0,5.0,1.0,3.5,4.2,Biology,-1.0,2018.0,asdfasdfasdf,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,47CFMW0I7I,,2000.0,4.0,3.75,1.0,3.8,4.13,statistics,-1.0,2012.0,Senior Girl Scouts 80 hours year Law and Government Club 4 years Mock TRial team 2 years Mocel UN team 2 years Marching Band 5 years Jets 1 year Science Olympiad 2 years Lacrosse travel league goalie 1 year goalie coach for middle school students 1 year Summer employment Eckerd Drugs 3 months Community theater pit orchestra High school play pit orchestra 4 hours 5 days 3 weeks Knights of Columbus all star band 2 years Relay for Life Cancer Society 24 hours 1 week Concerts for Seniors Public Library Leadeship Team in Marching Band 3 yearsGirl Scout Gold Award Girl Scout Glod Leadership award Best Delegation Model UN State level Science Olympiad Ist Chair Clarinet in Superior Rated Wind Symphony Section Leader Marching Band Editor in Cheif Law and Govt News Letter Seargent at Arms Law and Govt Club Best Advocate Mock Trial student good citizen of the monthMy reccomendations should describe me as a very hard working self motivated highly regarded leader ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,NU4IEBJLMI,,2060.0,2.0,3.0,4.0,3.87,4.38,Psychology,1.0,2010.0,Cheerleading 9 10 11 12 captian 12 hrs wk 45 wks yr S service Club 9 10 11 Upper Division Rep 12 Co Recording Secretary 1 5 hrs wk 36 wks yr Nature Club 10 11 secretary 12 1 hr wk 36 wks yr Student Ambassadors 10 11 12 1 hr wk 36 wk yr California Scholarship Federation 9 10 11 12 Life Member 1 hr wk 36 wks yr Inferno All Stars competitive cheer squad 12 8 hrs wk 28 wks yr Tap Dancing 1 hr wk 30 wk yr 14 yearsCoach s Award Varsity Cheer 11 Excellence in AP Composition 11 Sheila Farren Caudillo Grant recipient 10 Department Standout in Social Science 9 Department Standout in Religious Studies 9 Department Standout in Foreign Language 9 Department Standout in Physical Education 9,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,ZDVB9L5FUJ,,2120.0,7.0,4.428571428571429,3.0,4.0,4.73,Biomedical Engineering,-1.0,2019.0,Peer Leaders of Oakland Mills 2013 2015 Future educators of America 2013 2015 Champions of Courage 2014 Project Linus 2 hours House Manager for School Musical 11 hours Howard General Hospital Gift Wrap 4 hours Breakfast with Santa 1 hour Battle of the Books 5 hours Principals Honor Roll 2011 2014 Academic Letter 2013 ,-1.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,T0SSHVH6E2,,2280.0,2.0,4.5,2.0,3.8,3.9,Engineering,-1.0,2010.0,marching band 4 years 10 12 drum captain winter drumline 3 10 14 drum corps 2 90 12 volunteer tutoring 3 1 30academic letter National Honor Society band letterI also submitted a music recording of myself to the more selective schools as supplements I think that might have been helpful I think my recommendations were good as well I went to a very selective and competitive magnet school for Sci Tech that colleges know have difficult courses ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,GA63ICEUII,,1780.0,3.0,3.3333333333333335,0.0,3.83,4.0,Pre Law,-1.0,2014.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,JN8R2PSJAN,,2300.0,5.0,5.0,4.0,4.0,4.4,,-1.0,2016.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,CGU2WOOANX,,2040.0,5.0,3.8,0.0,4.0,4.22,,-1.0,2018.0,Marching band symphonic band pep band piano tutoring Kumon Math and Reading volunteer Chinese School assistant teacher piano teaching community Teen Council Academic Super Bowl teams Social Studies Interdisciplinary and Science Captain for all three AP Scholar with Honor Marching Band Outstanding Freshman Award Betty F Brown Award for Instrumental Excellence Biology Award Presidential Excellence AwardI don t think my recommendations had a considerable effect on my admission to highly selective schools or maybe they did I m not entirely sure My writing and musical talents most likely had some effect on my admissions My less than stellar Why College Name essays probably had a negative impact and was most likely a chief reason for why I was deferred or rejected ,-1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,SRNDGT5AHA,,2090.0,4.0,3.75,3.0,3.7,4.21,Communications,-1.0,2010.0,Drama Club Vice president 9 12 grades 15 hrs week 36 weeks yr Forensics Speaking Captain of Interp 10 12 18 hrs week 36 weeks yr Cell Phones for Soldiers Started a community service project 11 12 4 hrs week 52 weeks yr Bakers Dozen Improv Troupe 10 12 5 hrs week 36 weeks yr Church Youth Group 9 12 Group leader 3 hrs week 52 weeks yrEdward J Bloustein Distinguished Scholars Award 2005 Ranked Top 10 of class 2005 AP Scholar with Honors 2005 National Honor Society 2005 2006 French National Society 2004 2006 National Forensics League Honor of Merit 2003 Honor 2004 Excellence 2004 Distinction 2005 Jersey Girls State 2005 Nominated by Ridge High and selected by the American Legion Auxiliary High Honor Roll 2003 2004 2005,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,VIHOWCA8OP,,2280.0,4.0,3.75,3.0,4.0,,,-1.0,2011.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,NKQ1WKZYY3,,2250.0,1.0,4.0,4.0,3.1,3.7,International Relations,-1.0,2016.0,Key Club 4 years Student Government 3 years Marching Band 2 years Wind Ensemble 2 years Kiwanis Youth Service Award California Scholarship FederationPerformed at Carnegie Hall ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,QXTMM4RTMU,,1780.0,1.0,2.0,0.0,4.0,4.0,Acting,-1.0,2010.0,Student Council 9 11 Class President 12 Student Body Vice President Newspaper 11 Co circulation manager 12 Co editor Theatre 9 12 Thespian total of 8 lead roles in school musicals student directed Tennis 9 12 Varsity Band 9 10 1st chair trumpet Jazz Band 9 10 1st chair trumpet Broadcast Journalism 12 Co anchor NHS 11 12 member Quill Scroll 12 Vice President HOBY Ambassador Valedictorian of class Principal s honor roll 4 years League champion Tennis Singles 2005 Kansas Honor ScholarI love to play the piano guitar and sing In my spare time I write music and currently I have 10 original songs ,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,OY8K5U75FO,,2160.0,7.0,4.428571428571429,0.0,3.8,4.1,,-1.0,2018.0,,-1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,QMDU553NBV,,2300.0,2.0,5.0,2.0,3.9,,Asian,1.0,2018.0,Asian Society Cohead 2014 The Milton Paper photo editor 2013 3014 Award winning and published illustrator and painter 2010 2014 Published children s book illustrator 2011Persky Art Award for best work of art Math award Multicultural award Cum laude Art award Scholastic regional art award 2x gold winner,1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,06C6U38QW5,,2150.0,0.0,,3.0,3.98,,Biology,0.0,2017.0,Very needy international non Canadian student ,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,PJZ9SY0V92,,1840.0,2.0,4.5,1.0,3.87,3.98,biology,-1.0,2014.0,marching band 4 yrs tae kwon do 9 yrs Inova Fair Oaks Hospital volunteer 3 months,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,HO39R32N1N,,2220.0,1.0,4.0,3.0,4.0,,physics and chemisty,-1.0,2011.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,6W1VYMIQU2,,2130.0,3.0,3.6666666666666665,2.0,3.75,,Political Science,1.0,2013.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,MR3WBD7KOY,,1850.0,3.0,4.666666666666667,2.0,4.0,4.3,Economics,-1.0,2016.0,Freshmen Class President Sophomore Class President Junior Class Vice President Student Body President Elect Student Body President NHS Member 2 years NHS Secretary 1 year Yearbook Editor 1year National Society for High School Scholars 1 Bulldogg Pride Member 1 yearBarrow County USSYP representative 2010 HOBY Alumni 2010 GA Governor s Honors Program Alumni 2011 Harvard SSP Alumni Phi Kappa Phi Honoree Winder Noon Lions Club Outstanding Junior Discus Award WinnerEver since I was little enjoyed Ancient Egyptian myths and culture I can t wait to interview with college alumni I feel that my recommendations will speak very well of me ,0.0,1.0,-1.0,1.0,-1.0,,-1.0,,
0,0PFWIFAG18,,2290.0,3.0,4.333333333333333,2.0,3.7,4.2,Physics Astronomy,-1.0,2013.0,Marching BandNational Merit Finalist Numerous music awards,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,9WYY93G4T8,,1960.0,0.0,,2.0,4.0,4.38,Interior Design,-1.0,2016.0,1 Literary Magazine 2 Young Democrats Club 3 Gay Straight Alliance 4 Environmental Club 5 Psychology Club 6 Clarinet Lessons 7 Sailing Camp 8 Methodist Youth Fellowship 9 Appalachian Service Project1 Honor Roll 2 Anthropology Award 3 French IV Award 4 AP National Scholar Award,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,BMYSTILYSG,,2210.0,7.0,4.571428571428571,3.0,3.98,4.32,,-1.0,2014.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,6LGSSXJCUB,,2010.0,3.0,4.333333333333333,0.0,4.0,4.85,Engineering,1.0,2018.0,,0.0,-1.0,-1.0,1.0,-1.0,,-1.0,,
0,RYKDWOARW5,,2280.0,2.0,5.0,2.0,3.92,,,-1.0,2014.0,Lacrosse Captain Competition Cheerleading Captain Field Hockey French Club President Key Club Yearbook Editor Concert Band Bounce U EmployeeNational Merit Scholar Commended National Honors Society Math National Honors Society Science National Honors Society French National Honors Society Music Honors Society Field Hockey Most Improved 2008 Lacrosse Most Hustle 2009 Unsung Heroine 2009 Suburban One All eLague 2nd Team 2009 Courier Times Golden Team Honorable Mention 2009 Most Improved 2008 Suburban One All League 3rd Team 2008 ,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,FZTZ8JPCFK,,2290.0,6.0,4.166666666666667,2.0,3.8,4.2,computer engineering,-1.0,2012.0,JV basketball 1 yeear Varsity basketball 3 years drama workshops plays etc various volunteerscholar athelete academic top 10 golden state,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,P62VRL5308,,2160.0,3.0,4.666666666666667,5.0,4.0,4.33,Bioengineering,-1.0,2014.0,,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,HEUPL8B73L,,1920.0,2.0,4.0,2.0,3.79,4.19,Pre med,1.0,2015.0,Varsity Tennis 4 years Official Scorekeep for Youth Baseball League 2005 present Volunteer at local SPCA chapter 5 years 200 hours Community Hospital 4 years 100 hours and local Soup Kitchen 3 years Head of SPCA club at school as well the Christian Club 3 years Head of Community Service Committee for Student Council 2 years School tour guide for prospective families 2 years Editor in Chief of Yearbook 1 Year but on yearbook as staff member and layout editor for 3 years etc Also work at local tutoring agency tutoring middle schoolers in mathematics and introductory spanish Honor Roll 3 7 GPA 4 years Monterey County History Day Winner 2009 Competed at State Level Volunteer of the Month of 200 adult and junior volunteers at hospital July 2009 Varsity LetterWill probably play tennis in college at D3,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,XGBMY1K6DR,,2160.0,2.0,4.0,2.0,3.91,4.33,Political Science,-1.0,2013.0,Varisty and Club Soccer JV Captain Dance Company National Honor Society Class of 2009 Representative Student Senate Chairperson Events Commitee Carroll County Student Government Association Spanish Club Historian Stand up Chairperson Public Relations Junior Prom Committee Student MarshalNational Merit Scholar Commended Student Maryland Distinguished Scholar Honorable Mention Distinguished Honor Roll MVAL All Conference 2nd Team Soccer Regional Soloist Ticket to Broadway Dance Competition,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,ZQ7SI0S6AL,,2220.0,5.0,4.2,4.0,3.76,,neuroscience,1.0,2011.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,DEVVN55FEA,,2180.0,4.0,4.25,0.0,3.8,,Engineering,1.0,2015.0,Student Council Discipline Committee Newspaper WriterNational Merit Finalist,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,YUFB95AS2W,,1750.0,0.0,,3.0,3.0,,Psychology,0.0,2018.0,Hospital volunteer in 2013 Hours spent 45hrs 1week Student government Vice President for 2013 2014 Hours spent 15hrs 30weeks Charity fundraising in 2012 2013 2014 Hours spent 7hrs 1week 3years Church volunteer in 2012 2013 2014 Hours spent 2hrs 20weeks 3years President of Literary and debating society for 2013 2014 Hours spent 2hrs 20weeks Actress and member of drama club in 2011 2012 2013 Hours spent 8hours 4weeks 3years Choir member in 2011 Hours spent 1hr 4weeks Best in English received on October 2013 Best in French received on October 2010My recommendation letters were great and would affect my application positively In my essays for my applications I tried to showcase my leadership skills and care passion for positive change especially in developing nations ,0.0,1.0,-1.0,1.0,1.0,,-1.0,,
0,6L4KCJ0IUI,,2320.0,2.0,5.0,3.0,3.9,4.3,,-1.0,2012.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,QBQLOS8P94,,2300.0,4.0,5.0,3.0,4.0,4.33,Chemistry,-1.0,2011.0,,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,EW1OV6CHQP,,1990.0,1.0,4.0,0.0,4.0,4.3,Science Theater,-1.0,2019.0,Senior Class President Varsity tennis 2 years School plays 3 years lead role in Grease as a senior Published a CD of songs I wrote and sang myself Tutored disadvantaged youth taught nutrition to elementary school students 1 year Going to Mexico to teach dental hygiene 1 week ,1.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
0,CEJFUUXI55,,2220.0,2.0,3.0,2.0,4.0,,,1.0,2016.0,Band Jazz Band Pep Band Liturgical Band Microbank TV Studio Band Immersion Trip 2 weeks Volunteer 60 hours NHS National Spanish Honors National Latin Honors Honors,0.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,
0,A0K2XWDWFM,,1970.0,5.0,3.4,3.0,3.96,4.6,Engineering,-1.0,2013.0,Vice President of Madrigals senior year,0.0,1.0,-1.0,-1.0,-1.0,,-1.0,,
